0
[1680505200] LOG ROTATION: DAILY
[1680505200] LOG VERSION: 2.0
[1680505200] CURRENT HOST STATE: svpotadb01;UP;HARD;1;OK - 10.12.8.42 rta 0.343ms lost 0%
[1680505200] CURRENT HOST STATE: svpotadb02;UP;HARD;1;OK - 10.12.8.43 rta 0.388ms lost 0%
[1680505200] CURRENT HOST STATE: svpptlmc11;UP;HARD;1;OK - 10.12.6.170 rta 0.530ms lost 0%
[1680505200] CURRENT HOST STATE: svpptlmc12;UP;HARD;1;OK - 10.12.6.171 rta 1.535ms lost 0%
[1680505200] CURRENT HOST STATE: svpsmfws11;UP;HARD;1;OK - 10.12.6.101 rta 1.753ms lost 0%
[1680505200] CURRENT HOST STATE: svpsmfws12;UP;HARD;1;OK - 10.12.6.102 rta 0.407ms lost 0%
[1680505200] CURRENT HOST STATE: svpsmfws13;UP;HARD;1;OK - 10.12.6.103 rta 0.351ms lost 0%
[1680505200] CURRENT HOST STATE: svpsmfws14;UP;HARD;1;OK - 10.12.6.104 rta 0.273ms lost 0%
[1680505200] CURRENT HOST STATE: svpsmfws21;UP;HARD;1;OK - 10.12.6.106 rta 0.359ms lost 0%
[1680505200] CURRENT HOST STATE: svpsmfws22;UP;HARD;1;OK - 10.12.6.107 rta 0.712ms lost 0%
[1680505200] CURRENT HOST STATE: svpsmfws23;UP;HARD;1;OK - 10.12.6.108 rta 0.347ms lost 0%
[1680505200] CURRENT HOST STATE: svpsmfws24;UP;HARD;1;OK - 10.12.6.109 rta 0.334ms lost 0%
[1680505200] CURRENT HOST STATE: svpsmfws31;UP;HARD;1;OK - 10.12.6.111 rta 0.388ms lost 0%
[1680505200] CURRENT HOST STATE: svpsmfws32;UP;HARD;1;OK - 10.12.6.112 rta 0.685ms lost 0%
[1680505200] CURRENT HOST STATE: svpsmfws33;UP;HARD;1;OK - 10.12.6.113 rta 0.383ms lost 0%
[1680505200] CURRENT HOST STATE: svpsmfws34;UP;HARD;1;OK - 10.12.6.114 rta 0.392ms lost 0%
[1680505200] CURRENT HOST STATE: svpsrywb11;UP;HARD;1;OK - 10.12.4.226 rta 0.444ms lost 0%
[1680505200] CURRENT HOST STATE: svpvrnap11;UP;HARD;1;OK - 10.12.4.61 rta 0.645ms lost 0%
[1680505200] CURRENT HOST STATE: svpvrnap12;UP;HARD;1;OK - 10.12.4.62 rta 0.420ms lost 0%
[1680505200] CURRENT HOST STATE: svpvrnap21;UP;HARD;1;OK - 10.12.4.66 rta 0.292ms lost 0%
[1680505200] CURRENT HOST STATE: svpvrnap22;UP;HARD;1;OK - 10.12.4.67 rta 0.470ms lost 0%
[1680505200] CURRENT HOST STATE: svpvrnap31;UP;HARD;1;OK - 10.12.4.71 rta 0.348ms lost 0%
[1680505200] CURRENT HOST STATE: svpvrnap32;UP;HARD;1;OK - 10.12.4.72 rta 0.445ms lost 0%
[1680505200] CURRENT HOST STATE: vipdb2;UP;HARD;1;OK - 10.12.8.60 rta 0.388ms lost 0%
[1680505200] CURRENT HOST STATE: voltage-pp-0000;UP;HARD;1;OK - 10.12.18.70 rta 0.574ms lost 0%
[1680505200] CURRENT HOST STATE: vrnap1;UP;HARD;1;OK - 10.12.4.211 rta 0.542ms lost 0%
[1680505200] CURRENT HOST STATE: vrnap2;UP;HARD;1;OK - 10.12.4.212 rta 0.528ms lost 0%
[1680505200] CURRENT HOST STATE: vrnap3;UP;HARD;1;OK - 10.12.4.213 rta 0.351ms lost 0%
[1680505200] CURRENT HOST STATE: vswpciesxvh03;UP;HARD;1;OK - 10.12.28.133 rta 0.332ms lost 0%
[1680505200] CURRENT HOST STATE: vswpciesxvh04;UP;HARD;1;OK - 10.12.28.134 rta 0.362ms lost 0%
[1680505200] CURRENT HOST STATE: vswpciesxvh05;UP;HARD;1;OK - 10.12.28.135 rta 0.312ms lost 0%
[1680505200] CURRENT HOST STATE: vswprda2gwa11;UP;HARD;1;OK - 10.12.4.151 rta 0.501ms lost 0%
[1680505200] CURRENT HOST STATE: vswprda2gwa12;UP;HARD;1;OK - 10.12.4.152 rta 0.438ms lost 0%
[1680505200] CURRENT HOST STATE: vswprda2gwa21;UP;HARD;1;OK - 10.12.4.161 rta 0.432ms lost 0%
[1680505200] CURRENT HOST STATE: vswprda2gwa22;UP;HARD;1;OK - 10.12.4.162 rta 0.354ms lost 0%
[1680505200] CURRENT HOST STATE: vswprda2gws11;UP;HARD;1;OK - 10.12.6.13 rta 0.352ms lost 0%
[1680505200] CURRENT HOST STATE: vswprda2gws12;UP;HARD;1;OK - 10.12.6.14 rta 0.345ms lost 0%
[1680505200] CURRENT HOST STATE: vswprda2gws13;UP;HARD;1;OK - 10.12.6.15 rta 0.983ms lost 0%
[1680505200] CURRENT HOST STATE: vswprda2gws21;UP;HARD;1;OK - 10.12.6.163 rta 0.395ms lost 0%
[1680505200] CURRENT HOST STATE: vswprda2gws22;UP;HARD;1;OK - 10.12.6.164 rta 0.533ms lost 0%
[1680505200] CURRENT HOST STATE: vswprda2gws23;UP;HARD;1;OK - 10.12.6.165 rta 0.452ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdaisap02;UP;HARD;1;OK - 10.12.5.116 rta 0.381ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdaisap11;UP;HARD;1;OK - 10.12.5.121 rta 0.333ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdaisap12;UP;HARD;1;OK - 10.12.5.122 rta 0.306ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdaisap13;UP;HARD;1;OK - 10.12.5.123 rta 0.580ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdaisap14;UP;HARD;1;OK - 10.12.5.124 rta 0.401ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdamqap11;UP;HARD;1;OK - 10.12.6.221 rta 0.326ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdamqap12;UP;HARD;1;OK - 10.12.6.222 rta 0.286ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdaotap11;UP;HARD;1;OK - 10.12.6.216 rta 0.305ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdaotap12;UP;HARD;1;OK - 10.12.6.217 rta 0.314ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdaotap13;UP;HARD;1;OK - 10.12.6.229 rta 0.419ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdaotap14;UP;HARD;1;OK - 10.12.6.230 rta 0.463ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdaotap21;UP;HARD;1;OK - 10.12.6.219 rta 0.406ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdaotap22;UP;HARD;1;OK - 10.12.6.220 rta 0.334ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdaotap23;UP;HARD;1;OK - 10.12.6.231 rta 0.383ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdaotap24;UP;HARD;1;OK - 10.12.6.232 rta 0.354ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdarcbu01;UP;HARD;1;OK - 10.12.8.80 rta 0.570ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdawbwa11;UP;HARD;1;OK - 10.12.4.156 rta 0.460ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdawbwa12;UP;HARD;1;OK - 10.12.4.157 rta 0.367ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdawbwa21;UP;HARD;1;OK - 10.12.4.166 rta 0.612ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdawbwa22;UP;HARD;1;OK - 10.12.4.167 rta 0.428ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdawbws11;UP;HARD;1;OK - 10.12.6.193 rta 0.336ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdawbws12;UP;HARD;1;OK - 10.12.6.194 rta 0.398ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdawbws21;UP;HARD;1;OK - 10.12.6.190 rta 0.376ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdawbws22;UP;HARD;1;OK - 10.12.6.191 rta 0.335ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdbalap01;UP;HARD;1;OK - 10.12.60.11 rta 0.322ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdbalap02;UP;HARD;1;OK - 10.12.60.12 rta 0.298ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdbalap03;UP;HARD;1;OK - 10.12.60.13 rta 0.381ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdbalap04;UP;HARD;1;OK - 10.12.60.14 rta 0.408ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdbalap05;UP;HARD;1;OK - 10.12.60.15 rta 0.342ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdbalap06;UP;HARD;1;OK - 10.12.60.16 rta 0.344ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdbalap11;UP;HARD;1;OK - 10.12.18.121 rta 0.725ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdbalap12;UP;HARD;1;OK - 10.12.18.122 rta 0.383ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdbalap13;UP;HARD;1;OK - 10.12.18.123 rta 0.355ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdcbiap11;UP;HARD;1;OK - 10.12.6.146 rta 0.444ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdcbiap12;UP;HARD;1;OK - 10.12.6.147 rta 1.003ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdcbimt11;UP;HARD;1;OK - 10.12.32.125 rta 0.155ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdcomrd01;UP;HARD;1;OK - 10.12.8.120 rta 0.486ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdcomrd02;UP;HARD;1;OK - 10.12.8.121 rta 0.345ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdcomrd03;UP;HARD;1;OK - 10.12.8.122 rta 0.362ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdcomrd04;UP;HARD;1;OK - 10.12.8.135 rta 0.465ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdcomrd05;UP;HARD;1;OK - 10.12.8.136 rta 0.354ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdconap01;UP;HARD;1;OK - 10.12.60.21 rta 0.439ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdconap02;UP;HARD;1;OK - 10.12.60.22 rta 0.334ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdconap03;UP;HARD;1;OK - 10.12.60.23 rta 0.420ms lost 0%
[1680505200] CURRENT HOST STATE: vswprddamap01;UP;HARD;1;OK - 10.12.8.110 rta 0.406ms lost 0%
[1680505200] CURRENT HOST STATE: vswprddb2db11;UP;HARD;1;OK - 10.12.8.161 rta 0.563ms lost 0%
[1680505200] CURRENT HOST STATE: vswprddb2db12;UP;HARD;1;OK - 10.12.8.162 rta 0.334ms lost 0%
[1680505200] CURRENT HOST STATE: vswprddbaut01;UP;HARD;1;OK - 10.12.32.98 rta 0.207ms lost 0%
[1680505200] CURRENT HOST STATE: vswprddhsmq01;UP;HARD;1;OK - 10.12.6.9 rta 0.367ms lost 0%
[1680505200] CURRENT HOST STATE: vswprddmxws01;UP;HARD;1;OK - 10.12.60.71 rta 0.392ms lost 0%
[1680505200] CURRENT HOST STATE: vswprddmxws02;UP;HARD;1;OK - 10.12.60.72 rta 1.492ms lost 0%
[1680505200] CURRENT HOST STATE: vswprddmxws11;UP;HARD;1;OK - 10.12.60.81 rta 0.375ms lost 0%
[1680505200] CURRENT HOST STATE: vswprddmxws12;UP;HARD;1;OK - 10.12.60.82 rta 1.366ms lost 0%
[1680505200] CURRENT HOST STATE: vswprddmxws21;UP;HARD;1;OK - 10.12.60.91 rta 0.594ms lost 0%
[1680505200] CURRENT HOST STATE: vswprddmxws22;UP;HARD;1;OK - 10.12.60.92 rta 0.279ms lost 0%
[1680505200] CURRENT HOST STATE: vswprddmxws31;UP;HARD;1;OK - 10.12.60.101 rta 0.341ms lost 0%
[1680505200] CURRENT HOST STATE: vswprddmxws32;UP;HARD;1;OK - 10.12.60.102 rta 0.304ms lost 0%
[1680505200] CURRENT HOST STATE: vswprddnsap01;UP;HARD;1;OK - 10.12.32.183 rta 0.702ms lost 0%
[1680505200] CURRENT HOST STATE: vswprddnsap02;UP;HARD;1;OK - 10.12.32.184 rta 0.161ms lost 0%
[1680505200] CURRENT HOST STATE: vswprddsmap01;UP;HARD;1;OK - 10.12.32.99 rta 0.190ms lost 0%
[1680505200] CURRENT HOST STATE: vswprddtamc01;UP;HARD;1;OK - 10.12.7.51 rta 1.044ms lost 0%
[1680505200] CURRENT HOST STATE: vswprddtamc02;UP;HARD;1;OK - 10.12.7.52 rta 0.325ms lost 0%
[1680505200] CURRENT HOST STATE: vswprddynap01;UP;HARD;1;OK - 10.12.32.90 rta 0.139ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdecmpx11;UP;HARD;1;OK - 10.12.4.16 rta 0.318ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdecmpx12;UP;HARD;1;OK - 10.12.4.17 rta 0.401ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdecmpx13;UP;HARD;1;OK - 10.12.4.18 rta 0.302ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdecmpx21;UP;HARD;1;OK - 10.12.4.25 rta 0.339ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdecmpx22;UP;HARD;1;OK - 10.12.4.26 rta 0.380ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdecmpx23;UP;HARD;1;OK - 10.12.4.27 rta 2.576ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdemlrl01;UP;HARD;1;OK - 10.12.32.82 rta 0.201ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdemlrl02;UP;HARD;1;OK - 10.12.32.83 rta 0.328ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdesxvh01;UP;HARD;1;OK - 10.12.28.101 rta 0.920ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdesxvh02;UP;HARD;1;OK - 10.12.28.102 rta 0.633ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdesxvh03;UP;HARD;1;OK - 10.12.28.103 rta 0.956ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdesxvh04;UP;HARD;1;OK - 10.12.28.104 rta 0.638ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdesxvh05;UP;HARD;1;OK - 10.12.28.105 rta 0.332ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdesxvh06;UP;HARD;1;OK - 10.12.28.106 rta 0.372ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdesxvh07;UP;HARD;1;OK - 10.12.28.107 rta 0.360ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdesxvh08;UP;HARD;1;OK - 10.12.28.108 rta 0.315ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdesxvh09;UP;HARD;1;OK - 10.12.28.109 rta 0.307ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdesxvh10;UP;HARD;1;OK - 10.12.28.112 rta 1.454ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdesxvh11;UP;HARD;1;OK - 10.12.28.113 rta 0.316ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdesxvh12;UP;HARD;1;OK - 10.12.28.114 rta 0.326ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdesxvh13;UP;HARD;1;OK - 10.12.28.115 rta 0.447ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdesxvh14;UP;HARD;1;OK - 10.12.28.116 rta 0.416ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdesxvh15;UP;HARD;1;OK - 10.12.28.117 rta 0.401ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdesxvh16;UP;HARD;1;OK - 10.12.28.118 rta 0.477ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdflysp01;UP;HARD;1;OK - 10.12.6.16 rta 0.888ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdflysp02;UP;HARD;1;OK - 10.12.6.17 rta 0.386ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdflyws01;UP;HARD;1;OK - 10.12.6.11 rta 0.330ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdflyws02;UP;HARD;1;OK - 10.12.6.18 rta 0.404ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdfmmdb01;UP;HARD;1;OK - 10.12.8.115 rta 0.398ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdfmmdb02;UP;HARD;1;OK - 10.12.8.116 rta 0.466ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdfmmws01;UP;HARD;1;OK - 10.12.60.31 rta 0.314ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdfmmws02;UP;HARD;1;OK - 10.12.60.32 rta 0.472ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdfmmws11;UP;HARD;1;OK - 10.12.60.52 rta 0.350ms lost 0%
[1680505200] CURRENT HOST STATE: vswprdfmmws12;UP;HARD;1;OK - 10.12.60.53 rta 0.402ms lost 0%
